Reference,Vial,Species,mtORF,psba_Clade,psba_forwardQC,psba_reverseQC,psba_ID,mt_forwardQC,mt_reverseQC,mtorf_ID,sample_name,Reef,Site,DateCollect,catBleaching,Depth,DHW2020,Lat,Long,Exposure,Aspect,Sector,maxDHW,meanDHW,recent.maxDHW,recent.meanDHW,DHW2,DHW3,DHW4,DHW6,DHW8,DHW9,returnDHW3,returnDHW4,returnDHW6,meanSST,minSST,maxSST,rangeSST,varSST,Month,MMM
36,A ten 047,Ahumilis,,AcroC10,Good,Good,psba1_B07,,,,Plate5_A003,Frederick,Frederick 4,22/2/2020,5,7.1,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
38,A ten 049,Ahumilis,,AcroC11,Bad,Good,psba1_G10,,,,Plate6_E002,Frederick,Frederick 4,22/2/2020,5,9,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
39,A ten 050,Ahumilis,,,,,,,,,Plate6_F002,Frederick,Frederick 4,22/2/2020,4,7.7,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
40,A ten 051,Ahumilis,,AcroC10,Good,Good,psba1_C11,,,,Plate6_G002,Frederick,Frederick 4,22/2/2020,4,2.3,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
41,A ten 052,Ahumilis,,AcroC10,Good,Good,psba1_F11,,,,Plate7_A002,Frederick,Frederick 4,22/2/2020,4,7.4,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
37,A ten 048,Ahumilis,,,,,,,,,Plate7_H001,Frederick,Frederick 4,22/2/2020,4,9.7,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
331,P ver 163,Pmeandrina,,,,,,,,,Plate1_F005,Herald,Herald 1,29/2/2020,1,1.94,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
454,P ver 166,Pverrucosa,,PverC4,Good,Good,psba1_D04,,,,Plate2_G005,Herald,Herald 1,29/2/2020,5,11.94,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
453,P ver 165,Pverrucosa,,,,,,,,,Plate3_A006,Herald,Herald 1,29/2/2020,6,9.35,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
445,P ver 150,Pverrucosa,,,,,,,,,Plate3_F005,Herald,Herald 1,29/2/2020,4,11.61,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
450,P ver 160,Pverrucosa,,,,,,,,,Plate3_G005,Herald,Herald 1,29/2/2020,1,10.97,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
452,P ver 164,Pverrucosa,,PverC2,Bad,Good,psba1_H03,,,,Plate3_H005,Herald,Herald 1,29/2/2020,3,9.68,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
447,P ver 153,Pverrucosa,,,,,,,,,Plate4_A005,Herald,Herald 1,29/2/2020,4,8.71,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
330,P ver 162,Pmeandrina,,PmeaC3,Good,Good,psba1_B05,,,,Plate4_A006,Herald,Herald 1,29/2/2020,4,4.19,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
328,P ver 154,Pmeandrina,,,,,,,,,Plate4_B005,Herald,Herald 1,29/2/2020,5,8.71,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
448,P ver 156,Pverrucosa,,PverC1,Bad,Bad,psba1_F06,,,,Plate4_D005,Herald,Herald 1,29/2/2020,3,8.06,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
327,P ver 148,Pmeandrina,,,,,,,,,Plate4_E004,Herald,Herald 1,29/2/2020,3,11.29,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
449,P ver 157,Pverrucosa,,,,,,,,,Plate4_E005,Herald,Herald 1,29/2/2020,3,7.42,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
446,P ver 151,Pverrucosa,,,,,,,,,Plate4_G004,Herald,Herald 1,29/2/2020,3,11.94,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
451,P ver 161,Pverrucosa,,,,,,,,,Plate4_H005,Herald,Herald 1,29/2/2020,6,8.06,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
120,A ten 140,Ahumilis,,,,,,,,,Plate5_A007,Herald,Herald 1,29/2/2020,4,10.3,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
121,A ten 141,Ahumilis,,,,,,,,,Plate5_B007,Herald,Herald 1,29/2/2020,5,11.3,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
122,A ten 142,Ahumilis,,,,,,,,,Plate5_C007,Herald,Herald 1,29/2/2020,5,12.9,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
125,A ten 145,Ahumilis,,,,,,,,,Plate5_D007,Herald,Herald 1,29/2/2020,1,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
109,A ten 129,Ahumilis,,,,,,,,,Plate5_F006,Herald,Herald 1,29/2/2020,3,11.3,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
115,A ten 135,Ahumilis,,,,,,,,,Plate5_G006,Herald,Herald 1,29/2/2020,4,10.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
119,A ten 139,Ahumilis,,,,,,,,,Plate5_H006,Herald,Herald 1,29/2/2020,3,11,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
123,A ten 143,Ahumilis,,,,,,,,,Plate6_A007,Herald,Herald 1,29/2/2020,3,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
108,A ten 128,Ahumilis,,AcroC3,Good,Good,psba1_G09,,,,Plate6_B006,Herald,Herald 1,29/2/2020,3,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
124,A ten 144,Ahumilis,,,,,,,,,Plate6_B007,Herald,Herald 1,29/2/2020,4,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
111,A ten 131,Ahumilis,,AcroC3,Good,Good,psba1_A10,,,,Plate6_C006,Herald,Herald 1,29/2/2020,4,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
126,A ten 146,Ahumilis,,,,,,,,,Plate6_C007,Herald,Herald 1,29/2/2020,5,12.3,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
112,A ten 132,Ahumilis,,,,,,,,,Plate6_D006,Herald,Herald 1,29/2/2020,5,11.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
113,A ten 133,Ahumilis,,,,,,,,,Plate6_E006,Herald,Herald 1,29/2/2020,1,7.7,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
114,A ten 134,Ahumilis,,,,,,,,,Plate6_F006,Herald,Herald 1,29/2/2020,3,7.1,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
117,A ten 137,Ahumilis,,,,,,,,,Plate6_G006,Herald,Herald 1,29/2/2020,3,8.7,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
118,A ten 138,Ahumilis,,,,,,,,,Plate6_H006,Herald,Herald 1,29/2/2020,5,12.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
110,A ten 130,Ahumilis,,AcroC3,Good,Good,psba1_D12,,,,Plate7_F003,Herald,Herald 1,29/2/2020,4,12.6,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
116,A ten 136,Ahumilis,,,,,,,,,Plate7_G003,Herald,Herald 1,29/2/2020,2,10,7.959999822,16.94348,149.18565,Semi-exposed,N,Central,11.91999973,2.054999954,11.91999973,5.719999872,6,6,6,4,2,1,6.6,6.6,6,26.55217763,23.66230769,29.79269231,6.130384615,2.42345475,2,28.62
381,P ver 305,Pmeandrina,,PmeaC2,Good,Good,psba1_E02,,,,Plate2_A011,Holmes,Holmes 1,9/3/2020,3,10,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
382,P ver 306,Pmeandrina,,,,,,,,,Plate2_B011,Holmes,Holmes 1,9/3/2020,3,8.39,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
519,P ver 310,Pverrucosa,,,,,,,,,Plate2_C011,Holmes,Holmes 1,9/3/2020,1,7.1,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
515,P ver 303,Pverrucosa,,,,,,,,,Plate2_H010,Holmes,Holmes 1,9/3/2020,2,4.19,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
517,P ver 308,Pverrucosa,,,,,,,,,Plate3_A011,Holmes,Holmes 1,9/3/2020,6,8.39,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
512,P ver 300,Pverrucosa,,,,,,,,,Plate3_E010,Holmes,Holmes 1,9/3/2020,3,9.68,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
513,P ver 301,Pverrucosa,,,,,,,,,Plate3_F010,Holmes,Holmes 1,9/3/2020,3,10.97,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
380,P ver 304,Pmeandrina,,PmeaC3,Good,Good,psba1_B01,,,,Plate3_G010,Holmes,Holmes 1,9/3/2020,6,11.94,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
516,P ver 307,Pverrucosa,,,,,,,,,Plate3_H010,Holmes,Holmes 1,9/3/2020,6,12.58,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
514,P ver 302,Pverrucosa,,,,,,,,,Plate4_B008,Holmes,Holmes 1,9/3/2020,4,10.32,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
518,P ver 309,Pverrucosa,,,,,,,,,Plate4_C008,Holmes,Holmes 1,9/3/2020,1,8.06,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
208,A ten 238,Ahumilis,,,,,,,,,Plate5_C011,Holmes,Holmes 1,9/3/2020,2,11,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
210,A ten 240,Ahumilis,,,,,,,,,Plate5_D011,Holmes,Holmes 1,9/3/2020,3,11.6,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
213,A ten 243,Ahumilis,,,,,,,,,Plate5_E011,Holmes,Holmes 1,9/3/2020,3,7.1,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
226,A ten 256,Ahumilis,,,,,,,,,Plate5_F011,Holmes,Holmes 1,9/3/2020,4,6.1,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
220,A ten 250,Ahumilis,,,,,,,,,Plate6_A011,Holmes,Holmes 1,9/3/2020,4,10.6,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
207,A ten 237,Ahumilis,,,,,,,,,Plate6_B010,Holmes,Holmes 1,9/3/2020,2,10.6,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
223,A ten 253,Ahumilis,,AcroC3,Good,Good,psba1_H09,,,,Plate6_B011,Holmes,Holmes 1,9/3/2020,2,6.1,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
209,A ten 239,Ahumilis,,,,,,,,,Plate6_C010,Holmes,Holmes 1,9/3/2020,2,10,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
211,A ten 241,Ahumilis,,,,,,,,,Plate6_D010,Holmes,Holmes 1,9/3/2020,4,11,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
214,A ten 244,Ahumilis,,,,,,,,,Plate6_E010,Holmes,Holmes 1,9/3/2020,4,5.8,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
216,A ten 246,Ahumilis,,,,,,,,,Plate6_F010,Holmes,Holmes 1,9/3/2020,2,5.8,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
218,A ten 248,Ahumilis,,,,,,,,,Plate6_G010,Holmes,Holmes 1,9/3/2020,6,11.3,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
219,A ten 249,Ahumilis,,,,,,,,,Plate6_H010,Holmes,Holmes 1,9/3/2020,4,13.5,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
224,A ten 254,Ahumilis,,,,,,,,,Plate7_A008,Holmes,Holmes 1,9/3/2020,3,5.5,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
225,A ten 255,Ahumilis,,,,,,,,,Plate7_B008,Holmes,Holmes 1,9/3/2020,3,5.8,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
212,A ten 242,Ahumilis,,,,,,,,,Plate7_D007,Holmes,Holmes 1,9/3/2020,4,8.7,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
215,A ten 245,Ahumilis,,AcroC5,Good,Good,psba1_C12,,,,Plate7_E007,Holmes,Holmes 1,9/3/2020,4,6.1,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
217,A ten 247,Ahumilis,,,,,,,,,Plate7_F007,Holmes,Holmes 1,9/3/2020,2,3.9,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
221,A ten 251,Ahumilis,,,,,,,,,Plate7_G007,Holmes,Holmes 1,9/3/2020,4,7.7,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
222,A ten 252,Ahumilis,,,,,,,,,Plate7_H007,Holmes,Holmes 1,9/3/2020,4,6.5,9.429999789,16.52613,147.80701,Sheltered,NW,Central,10.50999977,2.228055506,10.50999977,5.35799988,8,8,6,5,3,2,4.714285714,6.6,8.25,26.59184718,23.62192308,29.89576923,6.273846154,2.577750346,2,28.75
501,P ver 282,Pverrucosa,,,,,,,,,Plate1_H009,Holmes,Holmes 7,8/3/2020,3,8.71,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
500,P ver 281,Pverrucosa,,PverC3,Good,Good,psba1_A04,,,,Plate2_E010,Holmes,Holmes 7,8/3/2020,3,3.87,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
507,P ver 295,Pverrucosa,,,,,,,,,Plate2_F010,Holmes,Holmes 7,8/3/2020,2,4.84,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
508,P ver 296,Pverrucosa,,PverC4,Bad,Good,psba1_G04,,,,Plate2_G010,Holmes,Holmes 7,8/3/2020,3,4.84,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
506,P ver 294,Pverrucosa,,,,,,,,,Plate3_A010,Holmes,Holmes 7,8/3/2020,4,5.16,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
509,P ver 297,Pverrucosa,,,,,,,,,Plate3_B010,Holmes,Holmes 7,8/3/2020,5,3.87,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
510,P ver 298,Pverrucosa,,,,,,,,,Plate3_C010,Holmes,Holmes 7,8/3/2020,5,5.16,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
511,P ver 299,Pverrucosa,,,,,,,,,Plate3_D010,Holmes,Holmes 7,8/3/2020,2,5.16,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
504,P ver 289,Pverrucosa,,,,,,,,,Plate3_F009,Holmes,Holmes 7,8/3/2020,3,10,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
379,P ver 291,Pmeandrina,,,,,,,,,Plate3_G009,Holmes,Holmes 7,8/3/2020,3,5.81,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
505,P ver 293,Pverrucosa,,PverC2,Good,Good,psba1_D06,,,,Plate4_A008,Holmes,Holmes 7,8/3/2020,5,7.1,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
